"Tconv.3"	"Tconv.4"	"Tconv.5"	"Tconv.6"	"Tconv.7"	"Tconv.1"	"Tconv.2"	"Treg.3"	"Treg.4"	"Treg.5"	"Treg.6"	"Treg.7"	"Treg.1"	"Treg.2"	"Protein"
"27.0513752598833"	"27.2528508870935"	"27.3097333491958"	"27.3955832938291"	"27.1971367362479"	"27.0917407993024"	"27.362013359299"	"26.2197522186627"	"26.5928421577718"	"26.9590322927328"	"26.8761927923792"	"27.0914399061026"	"26.9252772144631"	"27.0752297168253"	"A2ADY9"
"28.3412234502283"	"28.3264497187997"	"28.6697284009004"	"28.6529070477895"	"28.6051603253425"	"28.3460021391459"	"28.5283139627532"	"28.2189698115896"	"28.2802123786038"	"28.5078639456524"	"28.1821038635205"	"28.4863492559919"	"27.8904197536563"	"27.9703165736046"	"A2AF47"
"26.5460580619345"	"26.2492393504408"	"27.0898247981355"	"27.0071012004915"	"26.8296559664741"	"26.7299603072491"	"26.605679700032"	"26.4924481255467"	"27.1267632635387"	"27.6364405337805"	"26.7505980247627"	"27.3080847034339"	"27.2248746797001"	"26.843130877945"	"A2AGT5"
"28.4508588720294"	"28.5660437060969"	"29.1934049282584"	"28.7085279167151"	"29.0637340948023"	"28.9049406103504"	"28.5320809736729"	"29.0278261069944"	"29.3222400102096"	"28.3104269525942"	"28.6483880306541"	"28.5061242549841"	"28.6313223465745"	"28.8696125008466"	"A2AIV2"
"20.9937778730046"	"21.5124152768784"	"23.1574758509304"	"21.3638371488256"	"21.4955647608783"	"22.9815717073467"	"23.7469538795644"	"21.0074970081033"	"21.6835574231144"	"21.5270093348084"	"21.4191967836721"	"23.9366990371779"	"23.1121428775856"	"24.3175549872132"	"A2AJI0"
"24.966301814292"	"25.0323356402646"	"23.6053511033439"	"23.5428590046885"	"24.7230180144379"	"24.1547952031064"	"24.725301377079"	"24.9529885575327"	"25.1895071013545"	"24.893099295471"	"22.9499178792031"	"24.0451023889161"	"24.0988111478552"	"23.8197511161657"	"A2AKX3"
"27.0276457045272"	"28.0454059040419"	"27.7920348278413"	"27.0610576708407"	"28.5061620966618"	"27.7111604862686"	"29.4343824632104"	"28.4558876559642"	"28.380277526755"	"27.143067551302"	"27.2818005907359"	"28.2054107815186"	"28.0624323982229"	"28.5715925449584"	"A2AL36"
"22.9553312053928"	"21.0638963092318"	"21.4034385284228"	"21.7784830486375"	"22.5407561741946"	"21.3146819778375"	"22.8177154894226"	"22.7731496966874"	"21.8402980109401"	"19.8249929136643"	"22.5056216233659"	"22.9661716751625"	"21.6968737001153"	"22.951057306698"	"A2AM29"
"26.1820376958626"	"26.0210754150435"	"27.3650288254305"	"26.6492449923906"	"27.6623443658362"	"26.5124396408481"	"27.1312324906148"	"26.5179074124274"	"26.7212136969532"	"26.4461958422036"	"27.0162706773362"	"27.0874999080937"	"26.2191708210554"	"26.7435177082583"	"A2AN08"
"21.6709997346449"	"22.4668103881047"	"23.6085129284311"	"23.348408311237"	"23.3536669839685"	"23.5400110596404"	"23.3069134990097"	"22.4679829399294"	"23.2627750310414"	"22.8662549007487"	"23.2281434432651"	"22.9876144548991"	"23.086682896655"	"22.7405766724552"	"A2APV2"
"26.0069610816883"	"26.3888928248193"	"27.3924749175314"	"27.4415810347727"	"27.0411380786949"	"26.7190528376908"	"27.2946826466147"	"25.6165904891173"	"26.8048152434061"	"27.0498867615426"	"26.4111871777936"	"27.3891136148786"	"26.6077237012368"	"26.9224875522734"	"A2AQ19"
"22.4033764191536"	"23.5036997872746"	"26.2493971981611"	"26.4950928195211"	"26.0591399471911"	"25.192243366864"	"26.8554539837096"	"22.7303496711417"	"23.6771627854733"	"26.2948272710322"	"26.410038902165"	"26.9577046591658"	"25.7319256309108"	"26.2298076157904"	"A2AR02"
"28.5907773572873"	"28.1362669928931"	"29.761116902161"	"29.1797333486249"	"29.1138139275955"	"29.4704815233323"	"29.8630423663025"	"28.3485765736117"	"27.4609712813895"	"27.9288609769607"	"29.3416170548005"	"29.4528745514408"	"28.4278961943546"	"29.1936059921342"	"A2ASS6"
"22.6754580081103"	"23.5175697348483"	"24.6036544136965"	"23.8993827398993"	"24.6297314727093"	"23.6887187258782"	"23.6816118446051"	"22.3588905012312"	"23.4700988946164"	"24.6522300969485"	"22.8593133520015"	"24.0040174193939"	"23.9619248238626"	"23.6244828442623"	"A2AWA9"
"27.9361880452718"	"27.8518423656571"	"27.6576504582264"	"27.6634984947745"	"27.8506702488836"	"27.1864146503308"	"27.1901357785444"	"27.8247303579202"	"27.9754852092721"	"27.9334270957791"	"23.2763970663216"	"27.7539163269212"	"25.9598800237175"	"27.5619440850255"	"A2BDX3"
"25.3996870940636"	"26.0061472168994"	"25.6920556711352"	"26.3664469536024"	"26.6855206882023"	"25.5201990380585"	"26.3413450710726"	"25.2281000910296"	"25.347624422319"	"25.5805516330139"	"26.4188780439148"	"25.8261680933469"	"25.9540596042769"	"26.4160175330026"	"A2BE28"
"27.1966386606152"	"27.1902043536295"	"27.8963137394307"	"27.674854631134"	"27.772220625266"	"27.4471229732171"	"28.1486593018362"	"27.3397610445698"	"27.5466441019076"	"28.1535906084562"	"27.4577156500839"	"27.8311671800714"	"27.3938057192486"	"27.8448098787975"	"A2BH40"
"23.1398140566972"	"23.9930342820895"	"24.1118755892936"	"23.6518470345575"	"23.698269729734"	"22.4903851804517"	"24.0932480143962"	"24.4941342310438"	"24.4412749534819"	"23.8505271882418"	"24.015717896171"	"24.1030156123734"	"23.706657337159"	"24.3678004226099"	"A2RSY6"
"21.7034689649866"	"21.5124152768784"	"24.1260496604566"	"21.3638371488256"	"23.3157565586817"	"23.5114374570105"	"23.3538147288795"	"21.0074970081033"	"21.6835574231144"	"24.0004113238594"	"21.4191967836721"	"23.812058196012"	"22.2390632343733"	"23.2594584624512"	"A2RTL5"
"20.9937778730046"	"20.9987531263839"	"21.4034385284228"	"21.5626262748271"	"21.2538428694784"	"21.3112449240817"	"20.9838286006251"	"21.4887725393981"	"21.3631231805071"	"18.9323185757607"	"21.0450023719282"	"21.4675362896667"	"21.5121575422313"	"21.5196538505228"	"A3KGB4"
"24.4490593834156"	"24.1386199259599"	"24.6595979024234"	"24.1659932465926"	"24.8541470258327"	"24.0967129836117"	"24.5115149520955"	"24.5720995522917"	"24.5726488501402"	"24.1086890721707"	"23.3938826964946"	"24.5207927422546"	"23.7601115008409"	"24.023385762179"	"A3KGF7"
"22.2233779250099"	"23.8792761288763"	"22.7508279994418"	"24.9997664286536"	"23.7709235489788"	"21.1135591322673"	"23.9044829479252"	"24.4418594951729"	"24.1608520041269"	"21.5270093348084"	"24.2880645570297"	"21.4675362896667"	"21.9347835281325"	"23.8925819988366"	"A3KGV1"
"28.029368404047"	"28.1074491828493"	"28.495222464671"	"28.1125717027165"	"28.0181825167337"	"27.6593810881381"	"28.1039409309873"	"27.8191049703391"	"27.879508826345"	"27.9097641990058"	"27.6401696791343"	"28.0426520615795"	"27.1924633647724"	"27.5301146910237"	"A3KMP2"
"23.7472037619374"	"23.9675230987255"	"24.3024303094095"	"22.8062868585014"	"25.0552761458362"	"22.3008729990881"	"23.2509246645454"	"23.1328072555534"	"22.6018755300018"	"23.4596397339029"	"23.8100977458654"	"23.4365702404264"	"23.0909021603503"	"23.2568748578183"	"A6H5Y3"
"24.6514753171687"	"24.9169706433781"	"26.0059027354269"	"25.010306478506"	"24.943645534339"	"25.6248437630998"	"24.6124292111876"	"24.438387841585"	"24.399544485962"	"25.63070372345"	"24.7344338531992"	"25.0996890739197"	"24.7496759442935"	"24.1524043930587"	"A6H630"
"22.4518180067913"	"21.9577392767199"	"21.6308980949973"	"21.3970206967332"	"21.6999434760867"	"24.931952917667"	"23.3978927915439"	"25.0219268634576"	"25.3032350237807"	"25.4008684944806"	"25.2907383000675"	"25.8174601355528"	"25.3126936635568"	"25.648768314087"	"A6H6A9"
"23.7621053718868"	"25.173130718704"	"26.3752083705807"	"25.6668199451106"	"25.0016143574971"	"24.4697542227308"	"25.238357149208"	"24.7935130050655"	"25.4070198307479"	"25.89903693848"	"24.5386029152728"	"25.6093586705408"	"25.1007430224294"	"25.5200633010475"	"A6PWY4"
"20.9937778730046"	"21.5124152768784"	"21.5567455260047"	"21.701974785623"	"22.030796435099"	"21.1135591322673"	"21.0701381622884"	"21.0074970081033"	"21.6835574231144"	"21.8773260772968"	"21.5931357688513"	"21.6479888555244"	"21.162935660231"	"21.1717859307408"	"A8C756"
"20.9937778730046"	"21.5124152768784"	"21.4034385284228"	"21.3638371488256"	"21.4955647608783"	"21.1135591322673"	"23.4505465474745"	"20.9178491553839"	"21.7881641116209"	"21.5270093348084"	"21.4191967836721"	"21.4675362896667"	"22.6140893048721"	"23.2441360040651"	"B1AVY7"
"23.5258402706538"	"23.8205015656321"	"24.3691958176431"	"23.7322096666533"	"23.8982758834745"	"24.3563470461323"	"24.6135206238833"	"24.8059253667318"	"23.9700735882569"	"24.1835905582237"	"24.0685801813659"	"21.4675362896667"	"24.2166605164239"	"24.5125769566542"	"B1AVZ0"
"24.3631164701128"	"24.5099969910831"	"27.1938513757448"	"26.5980411381662"	"26.4010150295802"	"24.5879484269654"	"26.564967120687"	"24.6524215619515"	"24.9158136350375"	"26.759514586155"	"25.6789559689769"	"27.6314532980217"	"23.9998833686493"	"25.9465836077722"	"B1AY13"
"26.1400578015645"	"25.9767641306093"	"26.8667925633842"	"26.885415798359"	"26.8259013116019"	"26.7858480991324"	"26.1479118534065"	"25.9669377965141"	"26.546178867974"	"26.8150672009779"	"26.6737095548223"	"26.8085765625382"	"26.6959697136442"	"26.0538712162212"	"B1AZI6"
"22.434854028649"	"22.5638650576386"	"23.9336409542754"	"24.1308482906608"	"24.0334707252773"	"24.7644853587725"	"24.3812686951383"	"22.7500811009666"	"24.1374967847259"	"25.0001963908196"	"24.1609257654539"	"24.0212361997571"	"24.2284119073164"	"23.7696709164172"	"B1AZP2"
"27.9504286678419"	"28.2852362904728"	"28.8128661062353"	"28.432251136285"	"28.3687380372043"	"28.2141135942741"	"28.3545813407169"	"28.5106536004579"	"28.7417063201157"	"29.02591021896"	"28.6552295137342"	"28.930892147475"	"28.7204743667253"	"28.8770408057925"	"B2RQC6"
"21.6319683025665"	"22.9903319345381"	"23.4663772305559"	"23.6244420767882"	"23.5996876940106"	"23.2878625990076"	"23.7882875389896"	"22.3294407621746"	"23.2661443158875"	"23.273696587155"	"21.4191967836721"	"24.6087948975595"	"23.4504023542022"	"23.7883920097162"	"B2RRE7"
"27.3135497783214"	"27.063990500513"	"26.9211617542629"	"27.0142498722745"	"27.4095696251621"	"27.0713328149954"	"27.1593652707846"	"27.379980281814"	"27.5498055357363"	"27.5005886912831"	"27.3725207673538"	"27.5187835217767"	"27.3072461642594"	"27.6318788780514"	"B2RUP2"
"22.0786808579124"	"21.4250759465434"	"22.6772791913122"	"22.1833179544214"	"22.3380236060406"	"21.1135591322673"	"21.1331213638864"	"22.1543701827432"	"22.7250194150347"	"22.4646334911938"	"22.3467052504777"	"22.9033420165175"	"21.0893415486707"	"21.8758854672327"	"B2RWS6"
"21.7539551644611"	"22.7698880763898"	"24.0442687020735"	"23.3169996065177"	"24.5022743578612"	"21.1135591322673"	"23.7992541336051"	"22.6609188265303"	"23.4744856722688"	"23.9769241649201"	"23.8876252217366"	"24.2910897397518"	"21.0893415486707"	"23.8940616860702"	"B2RX14"
"22.353684607371"	"22.4975727194377"	"24.3240920766745"	"23.4154488231383"	"23.7287891142481"	"21.1135591322673"	"23.2146291012509"	"22.4639312746575"	"22.699147537012"	"23.706724490088"	"23.2033527828934"	"22.3802845477091"	"22.144654987409"	"23.2353448444814"	"B2RXC1"
"28.7247919206064"	"28.7426020549269"	"29.5564919342105"	"29.1140374145254"	"29.0520138272739"	"28.8117358050067"	"28.9398989720677"	"28.4053847955913"	"28.5169845385256"	"29.334772371221"	"28.9357047471992"	"29.1077915946669"	"28.625291476224"	"28.7136878597336"	"B2RXR6"
"29.104748493111"	"29.2472290569161"	"29.5569121268972"	"29.4427084416525"	"29.4033656964558"	"29.1944342022168"	"29.5825048274695"	"29.1180140402719"	"29.3660041913276"	"29.5351392823236"	"29.0850192668298"	"29.4587914197261"	"29.1306499459804"	"29.4790952129888"	"B2RY56"
"23.3517283575798"	"23.2083614731328"	"24.2436528308389"	"23.7014460741278"	"23.6223208765007"	"21.1135591322673"	"22.6576689096786"	"23.4171316118421"	"23.3710599861644"	"22.5403778119997"	"23.099392118223"	"23.3264942240115"	"21.0893415486707"	"22.8889099413674"	"B7ZMP1"
"21.474187536957"	"21.5124152768784"	"23.8476629922625"	"24.0400930261023"	"22.2052038083845"	"21.1135591322673"	"21.1331213638864"	"21.0074970081033"	"21.6835574231144"	"23.8889260352834"	"21.4191967836721"	"24.0990870730594"	"21.4852731156128"	"21.3667775371751"	"B8ZXI1"
"21.4244116694962"	"23.4057903444997"	"23.6270056797295"	"21.9469947729338"	"22.9794733435372"	"22.4166784167661"	"20.7539942365708"	"23.0104404101207"	"23.5561724466773"	"22.1797086747937"	"23.3014537716082"	"20.6480766560929"	"23.5019275613382"	"21.9952913477268"	"C3VPR6"
"29.1090768266783"	"29.4757492059681"	"29.5875285488984"	"29.4316137099179"	"29.6593529141613"	"28.8525734442038"	"29.2181124056591"	"29.551844380714"	"29.6547959778569"	"29.8497907976166"	"29.7762272629832"	"29.7554293623134"	"29.0176267487319"	"29.046990192444"	"D0QMC3"
"28.8178409112337"	"29.0199046889672"	"28.8863755689061"	"28.4506543702878"	"28.7478162624275"	"28.0590257053228"	"29.1778956080296"	"28.937477313824"	"29.1877157800793"	"29.0456752692893"	"28.2069947274084"	"28.9494348167168"	"28.4078163228359"	"29.170984575799"	"D3YXK2"
"29.9639014968367"	"29.9384807071215"	"29.9907778134054"	"29.584216390403"	"30.0551726934651"	"29.8290970042715"	"29.9981544740692"	"30.1354534224437"	"30.1340871360899"	"30.2876903656022"	"29.5002467619"	"30.0780099615463"	"29.9145496932594"	"29.8550578777218"	"D3Z6Q9"
"28.0669492031185"	"28.067640557613"	"28.2050378355014"	"27.9764544327222"	"27.9547130090708"	"27.5340972648881"	"28.1174632485686"	"28.2327182069122"	"28.4186794622557"	"28.3131547790818"	"28.1562938220918"	"28.4044218422137"	"27.64733822546"	"28.4085092230408"	"D3Z7P3"
"25.8830920507951"	"25.8085382173697"	"25.855953544392"	"26.0487648984875"	"21.4955647608783"	"23.6105805893005"	"25.850162026945"	"25.6071857670483"	"25.3654945448895"	"25.2178952964147"	"25.7273614870456"	"21.4675362896667"	"23.2187145187818"	"25.5481814233398"	"E9PZJ8"
"24.8236117351474"	"25.3167391334024"	"25.9796739437662"	"25.7998355409697"	"26.234929231208"	"25.0756432204476"	"25.4058301983922"	"25.1230947864419"	"25.2887216275517"	"25.8840652218453"	"25.1462373919909"	"25.9888022043666"	"23.8942940758765"	"24.9349151367827"	"E9PZM4"
"22.2305749604273"	"23.7890327323347"	"24.6236609447517"	"24.7961509363136"	"24.9094895481738"	"24.421031383876"	"24.1832699221474"	"22.1408459050268"	"23.1090235097707"	"25.2431806675093"	"24.201499379424"	"24.5917213842006"	"24.6415526282812"	"24.4009304069272"	"E9Q1P8"
"26.5213204109032"	"27.1019689714007"	"26.1766268241888"	"26.3682967658535"	"26.0354228521973"	"25.22567406009"	"25.1115471234532"	"25.987560147116"	"26.2819344864797"	"26.1005715543704"	"26.2214583515025"	"26.336045984596"	"24.2958683726723"	"22.7430562646861"	"E9Q3S4"
"25.4389012482228"	"24.3136489233082"	"23.0847253573856"	"25.2916518652375"	"21.4955647608783"	"22.9559795411701"	"24.3620178512487"	"25.2684682099187"	"24.7128866395064"	"24.9381358951027"	"26.7263743005708"	"23.5021529342159"	"21.0893415486707"	"24.9129418565763"	"E9Q414"
"27.9348560098141"	"27.6042681697737"	"28.9379507554616"	"28.6131232498525"	"28.5151026962137"	"28.6659432668982"	"28.2131672963949"	"27.5281910031532"	"27.9745817574615"	"28.0131851526388"	"28.0778062845558"	"27.9044335094231"	"27.7794945064862"	"27.3989213650954"	"E9Q555"
"25.1916453152298"	"23.7794290226784"	"24.1724934340207"	"24.757506801028"	"25.7064873758814"	"25.2912233430987"	"26.1791380004739"	"22.9320054929676"	"25.4784353245123"	"24.9043990538501"	"29.2105290367255"	"24.8307925466836"	"26.3337302874615"	"24.9864163150966"	"E9Q557"
"25.6796791279121"	"25.518347385471"	"26.8715003340518"	"26.4996310847159"	"25.9635150817233"	"25.1740773812282"	"26.0647728791286"	"25.5993726510443"	"25.8984636018694"	"26.6211472948335"	"26.3287554482674"	"26.8443381748565"	"25.3418607542157"	"25.9943344326044"	"E9Q5K9"
"20.9937778730046"	"21.5124152768784"	"21.4034385284228"	"21.3638371488256"	"21.4955647608783"	"22.2216512244324"	"21.1331213638864"	"21.2987822672084"	"22.7017186695344"	"21.5270093348084"	"21.0139986692701"	"21.4675362896667"	"24.8175709095399"	"24.7434481468503"	"E9Q634"
"20.9937778730046"	"21.5124152768784"	"22.905987748212"	"22.1387742597042"	"22.1609103823677"	"21.1135591322673"	"21.1331213638864"	"21.0074970081033"	"21.6835574231144"	"20.3741140254295"	"21.4191967836721"	"21.7632026391737"	"21.0893415486707"	"20.9221205933738"	"E9Q8I9"
"23.3322921502276"	"24.4186729778965"	"24.87928147504"	"24.7185307857385"	"24.8863232342459"	"25.3216624211478"	"24.8963534616105"	"24.5991850745416"	"24.8631415383256"	"26.0565790105073"	"25.0497621531637"	"25.0241143108677"	"25.4740198764413"	"25.2093748258085"	"E9QAM5"
"29.2638154393058"	"30.0216654043337"	"30.2168551829906"	"29.9525485082284"	"30.1388269796877"	"29.8224268277064"	"30.3150115375436"	"29.9451455371105"	"30.28962585112"	"30.5256131923236"	"29.7423169153522"	"30.4000907953085"	"30.0028253909298"	"30.521248800781"	"F6ZDS4"
"20.9937778730046"	"21.5124152768784"	"21.4034385284228"	"21.3638371488256"	"21.4955647608783"	"21.9481612920823"	"23.1295527222251"	"21.0074970081033"	"21.6835574231144"	"21.5270093348084"	"21.4191967836721"	"21.4675362896667"	"23.1906351327555"	"24.2230484468222"	"G3X9K3"
"27.9640011252138"	"27.7869010256441"	"28.070352326578"	"27.901501844022"	"28.010519910719"	"27.6906984277526"	"27.9112344889347"	"28.1287109238502"	"28.2198266607901"	"28.2516470260127"	"28.113913259394"	"28.3293287561502"	"28.080903011289"	"27.9756216005237"	"G5E870"
"27.5645412254077"	"27.7370132169613"	"27.8872184768525"	"28.0385763539362"	"28.0273875253042"	"28.1268173946137"	"28.2327207928095"	"28.2608827049628"	"28.4067859990273"	"28.72877614218"	"28.3152296666893"	"28.5013482443389"	"28.4892169844819"	"28.5305183327239"	"O08529"
"27.8639957358715"	"28.1935696247884"	"28.3855387716613"	"28.3359863756082"	"28.3661134017737"	"28.2514268339454"	"28.6055090221939"	"28.1917657466253"	"28.3520925056627"	"28.0111600179724"	"27.887276590286"	"28.1617811914011"	"28.0332217300551"	"28.3389684303298"	"O08539"
"27.9474101923937"	"27.8453624573299"	"27.9733372192758"	"28.0464040609109"	"27.4423722896825"	"27.7702689056659"	"27.7124196683663"	"27.9641209620597"	"28.1080127152735"	"27.6596931644024"	"27.7627491164509"	"27.9937226689575"	"27.738943376469"	"28.171267096193"	"O08547"
"30.9473942333841"	"30.8574143519663"	"31.0538141930012"	"30.9743223303014"	"30.9265583489299"	"30.8549703343178"	"31.1994394358116"	"30.8776006700155"	"31.1401891206256"	"31.1572580293396"	"30.8593465314065"	"31.1192917856149"	"30.9009411840436"	"31.1880331842679"	"O08553"
"28.3206334751547"	"28.2340134849582"	"29.2579081661046"	"28.6998852453732"	"28.704147077028"	"28.5120328141225"	"28.7963805070033"	"27.7782290870367"	"27.8371961224418"	"28.7616717452442"	"28.3035629625178"	"28.6342607391966"	"27.6600170863265"	"28.0247688935409"	"O08573"
"27.0851594635692"	"27.0741558898829"	"27.0319155306823"	"27.1117761170944"	"26.7617985365648"	"27.1760225423846"	"27.1911775546954"	"27.45385742194"	"27.4795392552224"	"27.492665542877"	"26.9546020879897"	"27.388292595598"	"27.0448066454522"	"27.3261738658178"	"O08579"
"27.8363345004178"	"27.9018831355606"	"28.1762653871287"	"27.886404642897"	"27.9355080550122"	"27.8453578726616"	"28.051606873586"	"27.8396106314964"	"27.7776534525622"	"28.0074220489396"	"27.6921222022999"	"27.75798994132"	"27.6081376184039"	"27.8560338297247"	"O08582"
"30.1867634810241"	"29.7946927807547"	"29.4208545919501"	"29.69252132487"	"29.8383389353363"	"29.6328552189824"	"29.5881428453755"	"30.1709493476341"	"29.8666542945703"	"29.3319784130517"	"29.4860806798629"	"29.0895470192696"	"29.2865619390066"	"29.4694520867012"	"O08583;Q9JJW6"
"25.2313716049998"	"25.1435124845465"	"25.9641984212513"	"26.8075943020469"	"26.3628906576441"	"26.2871131850499"	"26.8238194541154"	"25.4156475625066"	"25.8621969344705"	"25.9060978818081"	"25.5246832658088"	"26.2276771914617"	"26.7321592718708"	"27.1167925902084"	"O08585"
"20.9937778730046"	"22.7803957476926"	"26.7672400488058"	"21.3638371488256"	"25.8753023989587"	"26.1169744454102"	"26.039858047227"	"21.0074970081033"	"21.6835574231144"	"21.5270093348084"	"21.4191967836721"	"21.4675362896667"	"25.8646771971227"	"21.3667775371751"	"O08586"
"23.7982647469568"	"24.4272823401558"	"25.4029836687682"	"24.6938110660147"	"25.0284207403967"	"24.6726209323709"	"24.7746927352621"	"23.5281367514422"	"24.1371609292502"	"24.5566052155926"	"24.902376218625"	"24.3858102773883"	"24.1534905587366"	"24.5545486154989"	"O08600"
"26.0024628458978"	"26.8972756924494"	"27.1084896809685"	"26.8427807708828"	"26.7445801179298"	"26.8983708811152"	"27.0487671066679"	"26.7230831899148"	"27.2960010905576"	"27.5907082205454"	"27.2012563173324"	"27.1450130644292"	"27.5891148378354"	"27.2890302166998"	"O08663"
"31.4030824448634"	"31.3411593933168"	"31.5081946277307"	"31.3218987715474"	"30.8682801133389"	"31.027556116668"	"31.2009470832818"	"30.5681977256698"	"30.2460092915502"	"30.2062961421115"	"30.3765834151926"	"30.3500537064701"	"30.2238078155564"	"29.9709875961253"	"O08709"
"25.9080496417101"	"25.6471004520722"	"25.9031810950943"	"26.5146212411799"	"26.1112189459982"	"24.9823238938932"	"25.0647397121368"	"25.6339942792229"	"25.4706152762018"	"25.5071834469438"	"26.330790942862"	"25.9445170846361"	"25.1153582989118"	"24.9789468742376"	"O08734"
"24.758468886567"	"24.9702286972232"	"26.0260791305545"	"26.4436690090138"	"25.0196677533214"	"25.9083373179971"	"25.9670018008013"	"24.3105242525693"	"25.0954683687552"	"26.6508889333614"	"26.4960077127224"	"26.3416212960815"	"26.1203164967126"	"24.9031927708969"	"O08738"
"20.9937778730046"	"24.5529947287231"	"25.3290977490356"	"24.4748169709686"	"25.5567806014756"	"25.2447946780493"	"26.0921923686379"	"22.6347736419874"	"24.4257891395389"	"24.7498056090363"	"23.3154801803205"	"25.2206283737009"	"23.90725347777"	"24.3763646162315"	"O08739"
"24.6994343141565"	"24.1928688299936"	"23.6172845053148"	"23.6043333290224"	"23.4921612563262"	"24.5621706021921"	"24.292192288444"	"24.090077527566"	"23.7193897724448"	"23.8189963573777"	"23.1509074920226"	"23.7615195809491"	"24.0380398982848"	"23.7685973048766"	"O08740"
"29.3917593938748"	"29.4797011059332"	"29.8794246341844"	"29.3607660578041"	"29.5987510909589"	"29.1985580327025"	"29.1214089816639"	"29.414397653395"	"29.5021513883565"	"29.4721809775737"	"29.2356232209368"	"29.2765079976374"	"29.3396292039211"	"29.1236148173316"	"O08749"
"29.1792693171915"	"29.0817049568437"	"29.4563257420717"	"29.3268027815481"	"29.1074174808663"	"28.9624124852412"	"29.3714365801495"	"29.1441701516486"	"29.2019129697366"	"29.0312582724041"	"29.3088007942119"	"29.1413630724988"	"28.8264967599836"	"29.0648227634124"	"O08756"
"25.3725923362909"	"26.2285324666171"	"26.6883250206314"	"25.7674926435785"	"26.5810403265058"	"25.061450534134"	"26.0506249968843"	"25.4136692108146"	"25.4426144411075"	"26.3336255835579"	"26.4507487483842"	"25.7417031522912"	"24.7937944533985"	"25.2756506863022"	"O08759"
"21.5261725455108"	"22.2145009101971"	"23.020744654074"	"23.3400087107858"	"23.2424903045545"	"21.1135591322673"	"23.4840942973026"	"22.4431233364988"	"23.3430630492078"	"23.4576373809918"	"23.3136824292581"	"24.1401638611519"	"21.0893415486707"	"22.8885122394435"	"O08760"
