"M11_R1"	"M11_R2"	"M12_1"	"M12_2"	"M12_3"	"M5"	"M6"	"Expression.Rep1"	"Expression.Rep2"	"Expression.Rep3"	"log2.Ratio.Treg.Tc.Rep1"	"log2.Ratio.Treg.Tc.Rep2"	"log2.Ratio.Treg.Tc.Rep3"	"log2.Ratio.Treg.Tc.Rep4"	"Gene.names"
-2.00909	-1.27749	-1.78792	-1.6893	-1.51096	-1.03903	-1.67208	-1.38385673705064	-1.14554387407248	-0.796379302152347	NA	NA	1.018235007	NA	"Cyp2s1"
0.0596299999999985	-1.20104	1.47992	-2.7748	-1.32795	-3.49542	-3.01441	-3.26356277774042	-3.16105868934002	-3.30915581972749	NA	NA	NA	NA	"Dapl1"
3.38053	1.90602	1.13223	1.82377	0.972090000000001	1.9346	1.49959	0.813279179639652	0.894297602975726	0.379842598961635	1.365462489	1.777198757	1.666438873	2.007554336	"Decr1"
-1.33142	-0.438880000000001	-1.93378	-0.458369999999999	-1.48479	-1.69979	-1.96566	-1.25882006196987	-1.01140637304711	-0.977694948557414	-1.180911663	-0.96959329	-1.252052275	NA	"Dennd2d"
-0.85155	1.24557	-1.14988	-0.530159999999999	0.25703	1.31852	1.01234	1.87695601694664	0.919724395787914	0.965635129438604	1.653400461	1.887759202	0.180887749	2.376123652	"Eea1"
-1.0016	-1.31477	-1.09822	-1.20437	-1.15794	-1.24357	-0.755850000000002	-1.07381504831571	-0.847281609307745	-0.676341543928609	-1.638120188	-1.343732465	-1.092207438	-0.561068458	"Ehd3"
0.458189880800902	0.312175279962499	-1.2572541212706	-1.3491506454748	-2.5074267559043	-1.425055266995	-2.3557090991489	-1.27728611612391	-1.06370181417896	-0.729727735875378	-0.993638135	-1.04811385	-0.525367331	-1.086691206	"Emb"
0.0137199999999993	1.91437	2.33156	1.56509	1.74574	2.94213	2.97924	2.61742288720249	1.36748516424491	1.57706525914272	2.049367356	1.681269339	NA	NA	"Endod1"
4.4458024585364	6.1997159097168	4.5332947799451	5.1924193930084	5.2255098926158	4.5742452883539	3.6237656668891	1.09707681261593	1.49079603724032	1.55123202104471	1.962182048	2.414703837	3.67971636	3.856288567	"Eno3"
-0.374169999999999	-2.07069	-2.98809	-1.36703	-2.8286	-1.01701	0.049439999999997	-0.900303897314032	-0.601128049215137	-0.547028965326892	-1.68853847	-0.641243672	-0.662843517	-1.704723663	"Entpd5"
0.915950000000002	1.13235	0.83268	1.09734	1.02028	0.953019999999999	0.898	1.14319106099951	0.924443679538902	1.37730276887878	1.312473423	1.455544225	1.517833222	1.617251458	"Ephx1"
4.91657	4.11825	3.62222	2.99934	4.14822	2.93309	3.23327	1.95964342153412	1.55034153584963	1.55407984899151	2.366540889	2.83507518	2.852979915	2.592349392	"Ergic1"
4.11536	3.13172	0.97364	1.19883	1.74155	1.62426	1.53187	2.40968509541415	2.21978805461104	1.48526108534583	1.216652311	1.19061486	1.552198664	2.120982235	"Fabp5"
1.4975679239586	2.4681691375474	2.7318793485143	1.3141793979215	0.8694927115023	0.809369588093801	1.9217545718878	0.659221362909906	0.711308635634167	0.15415871114808	2.913324916	1.126378217	2.71776186	0.762731499	"Fah"
-3.31957	-2.78865	-3.86561	-2.1534	-4.24775	-3.17826	-2.98092	-2.16430717581499	-1.81341146109707	-2.13711315245996	-2.378150904	-3.935337845	-1.006692983	-4.904872235	"Fam101b"
5.02441	7.10186	9.43133	6.05932	4.60431	4.89203	7.07784	2.7985268330733	2.54892571519919	2.29402407194562	2.949421686	2.932533675	3.401833012	3.846292719	"Fam129a"
0.0137199999999993	0.171140000000001	-1.78999	-1.58958	-1.91055	-0.0242199999999997	0.233659999999997	-1.54420762018524	-1.07302451250029	-1.45456924426695	NA	-1.825772571	NA	-1.251573117	"Fam78a"
0.0137199999999993	0.171140000000001	3.48219	3.76237	3.58649	2.43741	3.17933	2.10364417474684	1.47203526894281	0.379024749969941	NA	NA	NA	NA	"Folr4"
4.92601	5.27819	7.48981	6.65625	4.342	6.43148	6.11214	4.80090987641779	4.20430153226064	4.07967942052615	NA	3.101397952	NA	3.484138131	"Foxp3"
1.51698	2.08227	0.643140000000002	0.613199999999999	2.0581	1.88528	2.13981	0.809062999473916	0.689890735745447	0.837756958397467	1.578973338	1.566766455	1.256217931	1.372896394	"Galm"
1.21305	1.48545	1.55152	1.01269	1.6231	1.43355	2.25593	2.9523093153302	2.8238475536277	2.79400847778444	0.493662107	1.60046007	-0.092342769	1.447261795	"Gbp4"
2.64781	1.63233	2.48852	2.68996	1.57935	2.63988	2.6214	NA	NA	NA	2.472329084	1.966762677	2.09320174	2.032524066	"Gbp5"
2.31498	2.06308	0.550899999999999	0.387979999999999	1.59191	2.22566	2.76504	0.586202892250969	0.897973784918092	1.03021699679953	1.699700526	0.525066592	NA	1.290719283	"Ggh"
1.9289	1.26916	1.45512	1.41889	1.35137	1.43015	1.16362	0.669362099334392	0.88845586215733	0.631125985553478	2.467533417	-0.894590106	1.062414551	1.582218773	"Glipr2"
-0.338269999999998	0.806010000000001	0.718299999999999	-0.520040000000002	-0.853550000000002	1.03834	2.11728	1.42380367082715	1.36146633646973	1.32952185173583	0.654194891	0.841006975	2.492403229	1.401248173	"Glrx"
0.845399999999998	1.20763	1.18809	1.69597	1.51427	1.63391	1.54896	0.158103962787598	0.291115357198907	0.160192385470068	0.81725686	1.155101558	1.342670974	1.05025789	"Gphn"
-1.9141888374464	-1.1863536616986	-1.3260136409715	-1.9652653087854	-1.3185300171732	-1.7661025377808	-1.8849721015643	-1.28735530592247	-1.36443883022651	-1.07998993674394	-1.588036972	-1.576303514	-0.706994616	-0.856528212	"Gsn"
3.43566346454	4.5548960720097	4.19541519088	1.0292289550871	2.3340878112774	6.0596957682115	2.7911935780948	2.55275475620645	2.76363754881196	1.84350123491253	5.243045048	4.580869063	2.814412508	3.803537038	"Gsta4"
5.4845593688233	5.6449474417578	5.3254023873236	6.1031656278801	5.0986851892958	6.1360959812676	4.1356291640209	1.99436588579606	1.96381517205076	1.14338958755825	3.296332259	2.528271247	3.294490912	3.5360529	"Gsto1"
4.0099	4.34463	3.32506	3.24817	2.89906	4.02792	2.72149	1.65691133358534	1.53217917125766	1.5785924345363	0.906899612	1.327227468	1.111289867	1.721547654	"Gvin1"
0.815300000000001	0.714860000000002	0.59506	4.58549	2.43483	0.70064	0.637780000000003	0.900727201716952	0.886791662618854	0.952631725049935	1.315881465	1.207643013	0.928017717	1.187767747	"Hdgfrp3"
0.0137199999999993	0.171140000000001	1.96042	0.0553600000000003	1.71115	2.70969	2.37378	0.856581977160459	0.578979985458441	1.34963902158308	NA	1.090988888	NA	0.982728961	"Hells"
0.779	2.02694	0.71482	1.56099	2.08195	3.31107	2.23083	0.0366405674113855	0.0109405777327777	-0.245763191159144	0.683784732	2.044429093	1.929280951	2.006154376	"Hip1r"
0.039897096352199	0.338072114876098	-1.1307950761041	1.9969456503382	-1.1307162209969	0.833676840751199	2.0338765332425	0.972604365093295	0.82576098830319	1.51852074907202	2.117912617	1.128095396	NA	1.971699885	"Icam1"
-1.2049155827658	-1.1424585549449	-1.3514097989328	-1.0609763255812	-1.4055699511079	-1.4636588658503	-1.4305666995788	-1.11387683338895	-0.355550867286292	-0.684121647979112	-1.260266587	-1.223104327	-1.062052616	-1.198394323	"Idh2"
0.131440000000001	-1.4861	0.155939999999998	2.4822	2.91149	-1.59485	1.99714	1.38632724035335	1.48784989573403	1.5096655290014	1.252225928	NA	NA	NA	"Ift80"
1.50947	1.88215	0.991979999999998	0.657229999999998	0.968040000000002	0.441569999999999	1.38049	1.60246252566156	1.27555873621005	1.50496642938457	1.179972209	1.199059805	1.586189313	1.166715445	"Iigp1"
4.97796	4.47049	6.59605	5.56174	5.33513	5.70693	3.62307	2.95268616953235	1.81343521825244	1.58805171442446	2.901526541	-0.446560851	NA	NA	"Ikzf2"
0.82424	3.0467	2.33011	2.45379	2.2105	1.17499	1.59617	2.77248426246482	2.83069331482428	2.03498097703564	NA	NA	NA	NA	"Ikzf4"
3.1708073855364	3.9093389207326	4.1863772513687	2.8127826750395	4.977719971839	0.7316914490033	4.6640571263298	5.72316750784873	5.00707320133169	5.09816899035826	NA	3.605968359	NA	NA	"Il2ra"
2.43547	0.822089999999999	1.5234	0.353950000000001	1.14137	0.949560000000002	1.51986	1.21168727380165	1.16893153276458	1.6387500183067	1.234634992	-0.573681565	0.97602082	1.991245185	"Inpp5f"
0.0198500000000017	-0.0656500000000015	1.66615	7.48152	1.93893	9.29742	6.42979	2.16848591688166	1.63679672962116	1.81133339444149	NA	NA	NA	NA	"Irf4"
0.22007	0.242240000000002	1.47216	-0.891200000000001	1.6829	5.2982	0.57198	0.450516555118654	0.645533129110565	0.741141433701197	1.064917477	1.344714894	1.240827118	1.599936639	"Itga6"
0.0137191350987003	0.171142146236001	-1.5572294201641	0.00415980855110121	-0.0280284712115986	0.3761388709401	-0.299750061994299	-1.60220502771176	-1.5143225430174	-1.60770816679434	-0.799750462	-0.915609124	-1.316087802	-1.222094295	"Itgb3"
-1.32972	-0.592020000000002	-3.81882	-1.71389	-3.3575	-3.15578	-1.00436	-1.42404482269967	-0.963152432732852	-1.0527949338592	-0.628820246	-1.848504825	-1.36982938	-1.603226729	"Itk"
3.2159091744123	0.554031717008201	0.983778176691899	0.0779842810773985	0.0990832762311982	1.9181697568535	1.5638453403981	0.378943700271566	0.408223432188058	0.32624470208069	1.393955812	0.147697444	NA	1.756425557	"Kpna2"
5.1076436960936	4.5019909606727	7.7712422435865	4.664359908776	5.4383379035429	4.3266714382384	2.6013134743054	1.03942328715486	1.11490393221783	1.00916326238134	4.50304482	3.292236955	3.777561413	4.319112093	"Lad1"
0.384899999999998	-0.2606	2.94145	3.29543	2.64206	2.09504	3.81004	2.13821102807273	1.86069082143896	2.05794210427504	NA	NA	NA	2.375595544	"Lclat1"
-1.5185870755197	-1.2491963575983	-0.904767423715501	-1.3162562708417	-1.0538942228958	-1.7491401833706	-1.8145547675258	-1.25124911186994	-1.02632913488226	-1.6765609735196	-0.992768431	-1.218497598	-2.039875349	-0.648710902	"Lef1"
-1.5185870755197	-1.2491963575983	-0.904767423715501	-1.3162562708417	-1.0538942228958	-1.7491401833706	-1.8145547675258	-1.29374532769093	-1.21499080629869	-1.146588833595	-0.992768431	-1.218497598	-2.039875349	-0.648710902	"Lef1"
-1.5185870755197	-1.2491963575983	-0.904767423715501	-1.3162562708417	-1.0538942228958	-1.7491401833706	-1.8145547675258	-1.61338228062949	-1.38851700761279	-1.42687552973505	-0.992768431	-1.218497598	-2.039875349	-0.648710902	"Lef1"
1.75915	1.44101	0.637150000000002	1.78447	1.82879	1.26733	1.70743	0.866276253533901	0.789170383773239	0.970786768156696	1.227827178	1.009060468	1.982163588	1.128821281	"Lpxn"
-0.502019999999998	3.53995	0.616640000000004	-0.304220000000001	-0.499040000000001	8.94462	1.32467	0.667795975711531	0.748461725880721	0.915171997572775	NA	1.465295389	0.755259044	NA	"Lrmp"
1.4066	2.19141	0.131070000000001	1.4332	0.886380000000003	1.38493	0.875450000000001	1.50553013252126	0.847030922788204	0.864483866922367	0.943333242	1.113767166	1.089973511	1.060462488	"Lxn"
0.305004394203799	1.189303392656	0.123570806385601	-0.349838479555498	-0.0280284712115986	2.5959196851075	3.6103267829639	0.989502220962321	0.5861029324814	0.793068576667352	NA	2.106247803	NA	1.027154052	"Myo1e"
1.16285	0.828059999999997	1.16972	1.21623	1.36789	1.27592	1.19344	-0.0570135423381918	0.26085965999557	0.0487540811754764	1.131123627	1.244704428	1.026763451	1.561839329	"Nfkb2"
-1.28475	0.171140000000001	-2.71519	-1.60258	-1.6376	-1.5891	0.467839999999999	-0.413840706032565	-0.164742650948183	-0.342517553628313	-3.984771612	NA	-3.652257022	-2.858724174	"Nme4"
0.0137199999999993	0.889210000000002	0.6371	2.57501	1.03195	1.21674	1.66993	-0.163030757727677	0.0430340731311262	-0.116326240917375	1.503609237	0.47238379	NA	1.824075356	"Nptn"
4.92629	4.09959	4.67932	1.96321	0.0874799999999993	2.56628	1.91111	3.09088068966917	2.51441276500032	2.12478753382958	4.409998799	3.99494171	4.501638828	3.784503983	"Nrp1"
1.96831	3.70419	5.03919	4.04716	4.55972	3.97281	3.90154	2.01732575210845	1.87983158539813	2.17407781449287	2.191524333	2.909408305	3.64989205	2.70745853	"Nt5e"
0.0137199999999993	-0.73011	1.8015	1.88386	1.73673	2.19917	2.29045	3.12333939458797	2.29932237438305	1.87488343992144	NA	NA	NA	NA	"Osbpl3"
1.24592	3.20751	3.016	3.89872	3.33847	3.59909	3.89503	1.64904385798222	1.12879804773411	1.20698073061697	NA	2.135305018	NA	2.745925702	"P2rx7"
-0.30189	-2.52582	-1.77435	-0.383480000000002	-2.85997	-1.73053	-1.88607	-0.533626359141623	-0.216464667108664	-0.602395376337585	-1.92812393	-2.450399824	NA	-2.834133071	"Padi2"
1.14252	1.15505	1.08432	1.59488	1.22425	1.05958	1.57979	0.783739132005318	0.969907032203358	0.193631167758227	1.307787079	1.048933645	1.214943334	1.667619679	"Pafah1b3"
-1.55541	-1.47345	-1.55943	-1.90872	-1.56998	-1.57256	-1.88174	-1.0550032448322	-0.784438200722767	-0.545290135963808	-1.6332917	-1.210195643	-1.112499976	-1.349198685	"Pdk1"
-3.37513	-4.00007	-5.88321	-4.68102	-3.14219	-5.78393	-5.28684	-2.39949326686108	-2.07146933871498	-1.71582940125207	-3.666074843	NA	NA	-1.393197735	"Pdlim4"
0.874410000000001	-1.63047	-1.3288	-1.87034	-1.15199	-0.986349999999998	-0.995739999999998	-0.630158752390097	-0.712200972187703	-0.672668823850664	NA	-0.61672426	7.965748218	-1.403503694	"Ppm1h"
-0.0690832771621999	1.0656455273417	1.5263034502604	1.7526017080588	1.1227949622111	1.8404227198358	1.1882495199385	-0.179555596127363	0.147453178395834	0.618140378521672	NA	1.028286243	NA	NA	"Prim2"
1.5714952575299	1.1671049948039	0.3520944482921	0.328259194424401	1.4492873952643	1.6501301784481	0.563198092917897	0.256918106961888	0.08163354360535	0.522501331561709	NA	0.801738102	1.981422794	0.285106251	"Rab19"
2.5701088566663	3.3454957470608	3.7699703994833	3.8937176033343	4.1175166594661	0.380740745889799	2.2508755225431	0.401675801836048	0.360241427537089	0.364361287039271	2.69021845	-0.080621777	0.281947497	1.715937288	"Rabgap1l"
-0.853259999999999	-0.364879999999999	-0.803439999999998	-0.699430000000003	-0.773070000000001	-1.06879	-1.35759	-1.5082594919637	-1.02404268296988	-1.18925208183598	-1.290424404	-1.000837006	-1.138814469	-0.962688069	"Rasgrp2"
2.27986	1.54672	2.12037	2.8275	2.25326	3.8922	1.00986	1.58396788929087	1.50094945829083	1.05527898051735	1.664699694	2.151111954	NA	2.204485069	"Rcn1"
1.9471757628182	1.9458192377088	1.3155318795579	2.3824119314005	1.4832722825953	1.4370741679775	1.1454387135542	0.598062439179788	0.284568283407367	0.354569983361356	0.924371535	1.246651303	1.371534337	1.439995398	"Rel"
3.56206	0.708940000000002	0.0386600000000001	1.898	0.292650000000002	1.76698	1.03525	0.0323068070513045	-0.0486182918543005	-0.379538801088838	1.157463595	0.99646106	1.043705397	1.315798063	"Rltpr"
3.8326941888511	3.7952333576422	4.5626979337196	4.2278000435617	3.0775934102797	3.0093753588998	4.4675966176437	1.03202565371871	0.886098589274332	0.22320956446541	1.285741292	1.424223407	1.930380315	1.785885293	"S100a10"
4.2972904354437	4.5645559629402	0.353310320455499	-2.7760742798167	5.7817891869672	6.2817559445525	7.6404686507233	1.79106395356331	1.38952326221268	0.318824592967116	NA	NA	NA	NA	"S100a4"
0.0137191350987003	-0.0397406377963989	1.2714511142536	1.8564934111059	0.459936756794498	0.905258499530099	5.7226818558071	2.32470870185798	1.47465246119677	0.474568143168634	NA	NA	NA	NA	"S100a6"
1.26313	1.36684	1.21381	1.20698	1.10632	0.781059999999997	1.00375	0.9054671243166	0.961724869235013	1.02897996963694	1.235382081	1.446467986	1.582123187	1.285224645	"Samhd1"
-1.14838	-1.3705	-1.37889	-2.09389	-1.12124	-2.77297	-2.30444	-1.13907267240512	-0.996442186415038	-1.74407992620323	-1.529820947	-1.30115923	-1.402231009	-1.305396118	"Satb1"
1.2154	1.71088	1.41114	1.55679	1.16734	2.62931	1.52842	0.297237090930828	0.30013174863463	-0.0128023430985604	0.874877939	1.306670547	0.471008685	1.639602631	"Sec11c"
0.474129999999999	-0.00289000000000073	0.0795199999999987	-0.00177000000000049	-0.0501500000000021	-0.0179399999999994	0.233659999999997	1.13197072768285	1.07698016867555	0.8392630982031	NA	1.899833009	NA	NA	"Sec24a"
2.24602	0.916920000000001	0.61938	1.50268	1.64978	1.57225	1.89538	1.2900772129545	1.07214504451887	1.20247228227174	1.611446735	1.584289086	1.646563782	1.841288833	"Sh3bgrl"
0.74147	2.06332	1.14922	1.11735	1.26528	1.67657	1.63449	0.409312902210968	0.294633236171383	0.689936238301385	NA	1.707436442	1.137330411	2.237563718	"Sigirr"
0.935359999999999	1.81664	2.86976	0.39424	2.43086	2.58789	0.849619999999998	1.7147536032896	1.09924283246772	1.79579724961623	1.641513713	1.417866014	NA	1.129744606	"Slamf1"
3.52902	2.41267	2.102	3.41379	1.96215	0.852599999999999	1.12714	0.702208060437006	0.504642521601112	0.077569114806679	0.60552976	1.070732786	1.325503191	1.240680682	"Slc25a24"
3.3392530726383	3.4461364720523	0.593533660785802	2.9259166644337	0.640490422093499	-0.417036778926299	0.233656173288701	1.35246804416751	1.42518791024695	1.66711284453604	2.109358756	1.727397723	1.642144006	2.472773683	"Slc2a3"
2.02446	1.8859	3.23624	2.89543	2.27737	0.448590000000003	1.77497	0.794366251802341	1.01079184037016	1.43725149419615	2.222565555	1.489953901	1.535540834	1.922768723	"Snx18"
1.18601	1.90326	1.0323	0.605040000000002	2.14427	0.40729	0.724350000000001	0.551709376319376	0.644022466700877	0.814991908546982	1.166016989	1.022119204	1.728430898	2.197079053	"Stim2"
1.70845	1.82278	1.10201	0.644280000000002	1.17496	0.834990000000001	1.31595	0.642601667503287	0.612751821393433	0.717126589937853	1.305681398	1.056791594	2.127651891	0.284277218	"Suox"
0.17952	-1.26873	3.72827	-0.0331499999999991	0.57865	1.27601	2.73089	1.27564664248702	1.25861022202557	0.913104673493482	3.390789697	1.494364405	4.653010216	2.252203696	"Swap70"
-1.35794	-1.5057	-1.36509	-1.40032	-0.89151	-1.70396	-1.54551	-2.06205357773862	-1.37631098891169	-1.41774727291914	-1.313826296	-1.482774707	-1.271724464	-1.488592686	"Tcf7"
-4.60302	-4.29827	-5.94332	-5.17827	-3.54121	-1.52154	-5.15304	-3.1962441854641	-2.53647714810809	-2.68208499727414	NA	NA	NA	NA	"Tdrp"
-1.78134	-1.73657	-1.90448	-2.41521	-1.84339	-2.29198	-1.96189	-2.0636737049683	-1.8327268293906	-1.96807156257313	-2.367203301	-2.097085174	-1.67468662	-2.032742841	"Themis"
1.50877	1.01773	1.93793	0.0527799999999985	1.4829	1.23508	1.32712	2.82184141991364	1.87001669654117	1.57270522878974	NA	3.343834172	0.987588655	2.437494091	"Tiam1"
0.0137191350987003	0.171142146236001	3.5437792508708	2.9974812712988	-0.315404736657499	4.2870485200683	2.7507776094769	1.76128415883231	1.49990743781371	1.02996267223752	4.272185819	3.102893243	2.954333373	2.953786713	"Tnfrsf18"
1.2739247132485	2.0761181913709	1.4318447769467	4.2961689749414	3.6921086852551	5.1777603716195	4.6110668069659	2.88398639728742	2.60935638448705	2.28959113999753	NA	NA	NA	NA	"Tnfrsf4"
2.42407	2.33357	2.82988	1.34044	1.8613	1.90894	1.35911	0.877512682645326	1.11870515958725	1.06876921936584	NA	NA	NA	1.40315863	"Trim14"
1.36441	-0.438199999999998	1.87225	0.291320000000002	1.11155	-2.76603	2.3245	1.10398710918858	1.03943107751115	0.934383728913952	0.633076351	NA	1.849492313	NA	"Trim59"
0.52281	2.74302	2.52933	3.12065	0.609490000000001	1.33062	1.71333	0.724741489086084	0.60274278150673	0.165081828972692	0.561707148	1.525467563	1.512719471	1.90346253	"Trp53i11"
-0.63702	0.730509999999999	2.83322	2.15165	0.32122	1.30998	1.82661	0.981322979303736	1.24429684364773	1.27820314742629	0.975113001	1.278460609	1.659039015	0.723602246	"Ttc39b"
0.0137199999999993	0.171140000000001	0.58831	0.0553600000000003	0.059429999999999	1.50538	1.7444	1.09826794727561	1.05804001630847	1.06144224338844	NA	1.394678761	NA	NA	"Uhrf1"
0.0203500000000005	0.412790000000001	0.123570000000001	-0.495529999999999	-0.0280200000000015	1.42749	2.29507	1.64307092897192	1.78178774633986	1.25388228155141	1.158203959	0.697151067	2.445126321	2.322995294	"Wls"
NA	NA	NA	NA	NA	NA	NA	-4.31544403360453	-3.76713713625854	-3.61602734011961	-4.24929363	NA	-4.7258502	NA	"Pde3b"
NA	NA	NA	NA	NA	NA	NA	2.09469487635295	2.26920329390899	2.74106424628456	1.591179465	NA	1.512637139	1.870542271	"Cd86"
NA	NA	NA	NA	NA	NA	NA	1.18788046578319	1.36558372976951	0.460226344182382	0.278356109	2.40811401	2.910501849	3.248838402	"Ecm1"
NA	NA	NA	NA	NA	NA	NA	2.35924046955621	2.25665870527876	2.24871560241053	NA	2.251688799	NA	NA	"Sh3bgrl2"
NA	NA	NA	NA	NA	NA	NA	0.867688107160379	1.13405841744932	1.52393401486824	NA	2.242572021	2.165207895	NA	"Hk2"
NA	NA	NA	NA	NA	NA	NA	2.61987969389675	2.76873661775315	2.30702288060766	2.984616618	3.652142272	NA	3.45430752	"Il2rb"
NA	NA	NA	NA	NA	NA	NA	2.7425105368309	2.49105788653437	2.10140657298662	2.984616618	3.652142272	NA	3.45430752	"Il2rb"
NA	NA	NA	NA	NA	NA	NA	1.42237500565739	0.881582833670381	0.857262188391669	2.205629885	1.82264858	NA	-0.056371179	"Cd200"
NA	NA	NA	NA	NA	NA	NA	1.90078669464462	1.75649943149404	1.65281484673414	2.406139522	NA	NA	NA	"Abcb1a"
NA	NA	NA	NA	NA	NA	NA	1.1737027574293	1.0827107589232	0.884219049045937	1.35900896	1.485890476	1.23436342	1.986192466	"Plp2"
NA	NA	NA	NA	NA	NA	NA	1.67359869844949	0.8873455717539	0.456460384186507	NA	1.390062309	NA	NA	"Pon3"
NA	NA	NA	NA	NA	NA	NA	-1.24140419479796	-0.845846703315108	-1.17268704710683	NA	NA	NA	-1.302048301	"Scml4"
NA	NA	NA	NA	NA	NA	NA	1.66318742181473	1.58179235662895	1.25492796207587	1.205629885	1.662889079	1.937215132	1.987502783	"Ahnak"
NA	NA	NA	NA	NA	NA	NA	1.57148235788476	1.65771668266477	1.17178787060839	NA	1.468322644	1.791208086	1.278044239	"Nucb2"
NA	NA	NA	NA	NA	NA	NA	2.13130086142765	1.78357714844088	1.55245594529365	1.432143073	NA	NA	NA	"Ccdc109b"
NA	NA	NA	NA	NA	NA	NA	2.55576908953903	2.59497928861596	1.74457521120857	4.400522233	1.57826248	NA	NA	"Hopx"
NA	NA	NA	NA	NA	NA	NA	1.31015691989865	0.870682596129027	1.16166981952956	NA	1.839959587	2.034278503	NA	"Samsn1"
NA	NA	NA	NA	NA	NA	NA	1.70961002647581	0.82366350915216	1.32438691014805	0.682719089	0.95419631	0.77657745	1.748031796	"Scpep1"
NA	NA	NA	NA	NA	NA	NA	1.45186244746564	1.10603470597235	0.960972870992084	NA	NA	1.747487454	NA	"Raph1"
